"quotation_id","lob_name","lead","shipment_type","cargo_type","packages","gross_weight_in_kgs","volume_cbm","charge_weight_in_kgs","movement_type","carrier","transit_destination","transit_days","origin","place_of_receipt","port_of_loading","port_of_discharge","place_of_delivery","final_destination","quotation_id-2","party_name","party_branch","quoted_by","sales_coordinator"
4469,"Air Export","","International","Loose","0","500.000","0.000","500.000","Door-to-Port","Emirates","Dubai","4","Cavite, Luzon(PHCVE)","Manila(PHMNL)","Manila(PHMNL)","Nagoya, Aichi(JPNGO)","Nagoya, Aichi(JPNGO)","Nagoya, Aichi(JPNGO)",4469,"EDS MANUFACTURING INC","Manila","Prince Cedric H. Jose",NULL
4470,"Air Export","","International","Loose","40","5000.000","39.329","5000.000","Door-to-Door","","","","Mumbai(INBOM)","Mumbai(INBOM)","Mumbai(INBOM)","Agra1(INAGR)","Agra1(INAGR)","Agra1(INAGR)",4470,"1FORTUNE SHIPPING PVT LTD - test","Mumbai","sachin",NULL
4471,"Sea Export","","International","FCL","0","1000.000","0.000","1000.000","Door-to-Door","3 Star company LTD.","Aachen","","Mumbai(INBOM)","Mumbai(INBOM)","Mumbai(INBOM)","Los Angeles(USLAX)","Los Angeles(USLAX)","Los Angeles(USLAX)",4471,"1.2. A J Traders","Mumbai","Sanjay Shukla",NULL
4472,"Sea Export","","International","FCL","0","1000.000","0.000","1000.000","Door-to-Door","3 Star company LTD.","Aachen","","Mumbai(INBOM)","Mumbai(INBOM)","Mumbai(INBOM)","Los Angeles(USLAX)","Los Angeles(USLAX)","Los Angeles(USLAX)",4472,"1.2. A J Traders","Mumbai","Sanjay Shukla",NULL
4474,"CCL Air Import","","International","Loose","0","0.000","0.000","0.000","","","","","","","","","","",4474,"Aarti India Ltd.","Delhi","Test","Aarti Parmar"
4475,"Air Import","","International","Loose","2","200.000","1.792","448.000","Port-to-Port","Abhi Air","","","Agra1(INAGR)","Agra1(INAGR)","Agra1(INAGR)","Aberdeen(USABR)","Aberdeen(USABR)","Aberdeen(USABR)",4475,"ATY PVT LTD","Delhi","Test","Aarti Parmar"
4476,"Air Export","","International","Loose","40","5000.000","39.329","5000.000","Door-to-Door","","","","Mumbai(INBOM)","Mumbai(INBOM)","Mumbai(INBOM)","Agra1(INAGR)","Agra1(INAGR)","Agra1(INAGR)",4476,"1FORTUNE SHIPPING PVT LTD - test","Mumbai","Test",NULL
4477,"Air Import","","International","Loose","10","1000.000","0.000","1000.000","Door-to-Door","","","","Barcelona(ESBCN)","Barcelona(ESBCN)","Barcelona(ESBCN)","Mumbai(INBOM)","Mumbai(INBOM)","Mumbai(INBOM)",4477,"Simba Private Limited","Mumbai","Test",NULL
4478,"Sea Export","LD/00019/24-25","International","FCL","100","21000.000","0.000","21000.000","Port-to-Port","","","","Nhava Sheva(INNSA)","Nhava Sheva(INNSA)","Nhava Sheva(INNSA)","Jebel Ali(AEJEA)","Jebel Ali(AEJEA)","Jebel Ali(AEJEA)",4478,"Kalpataru Projects International Limited","Mumbai","Kiran Surve New",NULL
4479,"Sea Export","","International","FCL","0","0.000","0.000","0.000","Door-to-Door","","","","Mumbai(INBOM)","Mumbai(INBOM)","Mumbai(INBOM)","Dubai(AEDXB)","Dubai(AEDXB)","Dubai(AEDXB)",4479,"1FORTUNE SHIPPING PVT LTD - test","Mumbai","kishore",NULL
4480,"Air Export","","International","Loose","0","0.000","0.000","0.000","Door-to-Door","","","","Chennai(INMAA)","Chennai(INMAA)","Chennai(INMAA)","Singapore(SGSIN)","Singapore(SGSIN)","Singapore(SGSIN)",4480,"GANESH Private LTD","Chennai","Ramkumar",NULL
4480,"Sea Export","","International","FCL","0","0.000","0.000","0.000","Door-to-Door","","","","Chennai(INMAA)","Chennai(INMAA)","Chennai(INMAA)","Singapore(SGSIN)","Singapore(SGSIN)","Singapore(SGSIN)",4480,"GANESH Private LTD","Chennai","Ramkumar",NULL
4481,"Sea Export","","International","FCL","100","21000.000","0.000","21000.000","Port-to-Port","","","","Nhava Sheva(INNSA)","Nhava Sheva(INNSA)","Nhava Sheva(INNSA)","Jebel Ali(AEJEA)","Jebel Ali(AEJEA)","Jebel Ali(AEJEA)",4481,"Kalpataru Projects International Limited","Mumbai","Pratik Shinde","Aarti Parmar"
4482,"Air Export","","International","Loose","0","500.000","0.000","500.000","Door-to-Port","Emirates","Dubai","4","Cavite, Luzon(PHCVE)","Manila(PHMNL)","Manila(PHMNL)","Nagoya, Aichi(JPNGO)","Nagoya, Aichi(JPNGO)","Nagoya, Aichi(JPNGO)",4482,"EDS MANUFACTURING INC","Manila","Angelica Tumbaga",NULL
4483,"Land Export","","International","FTL","0","0.000","0.000","0.000","Door-to-Door","","","","Manila(PHMNL)","Manila(PHMNL)","Manila(PHMNL)","CEBU(PHCEB)","CEBU(PHCEB)","CEBU(PHCEB)",4483,"AEGIS FORWARDERS","Manila","Dhaval",NULL
4484,"Sea Export","","International","FCL","0","0.000","0.000","0.000","Door-to-Door","","","","Nhava Sheva(INNSA)","Nhava Sheva(INNSA)","Nhava Sheva(INNSA)","Jebel Ali(AEAEJ)","Jebel Ali(AEAEJ)","Jebel Ali(AEAEJ)",4484,"1FORTUNE SHIPPING PVT LTD - test","Mumbai","Sanjiv",NULL
4485,"Sea Export","","International","FCL","500","1000.000","0.000","1000.000","Door-to-Door","Maersk","","","Mumbai(INBOM)","Mumbai(INBOM)","Mumbai(INBOM)","Los Angeles(USLAX)","Los Angeles(USLAX)","California(USCFJ)",4485,"Kalki Logistics","Mumbai","SanjayShukla",NULL
4486,"Sea Export","","International","FCL","100","1000.000","0.000","1000.000","Port-to-Port","","","","Nhava seva(INNHS)","Nhava seva(INNHS)","Nhava seva(INNHS)","Dubai(AEDXB)","Dubai(AEDXB)","Dubai(AEDXB)",4486,"Sahil Exp Pvt Ltd","Mumbai","SAHIL","Aarti Parmar"
4487,"Sea Export","","International","FCL","100","1000.000","0.000","1000.000","Port-to-Port","Maersk India","","","Nhava seva(INNHS)","Nhava seva(INNHS)","Nhava seva(INNHS)","Dubai(AEDXB)","Dubai(AEDXB)","Dubai(AEDXB)",4487,"Sahil Exp Pvt Ltd","Mumbai","SAHIL","Pratik Shinde"
4488,"Sea Export","","International","FCL","100","1000.000","0.000","1000.000","Port-to-Port","Maersk","","","Mumbai(INBOM)","Mumbai(INBOM)","Mumbai(INBOM)","Dubai(AEDXB)","Dubai(AEDXB)","Dubai(AEDXB)",4488,"SAHIL EXPORT PVT LTD","Mumbai","SAHIL","Pratik Shinde"
4489,"Sea Export","","International","FCL","50","1000.000","0.000","1000.000","Door-to-Door","Maersk","","","Mumbai(INBOM)","Mumbai(INBOM)","Mumbai(INBOM)","Los Angeles(USLAX)","Los Angeles(USLAX)","Los Angeles(USLAX)",4489,"Kalki Logistics","Mumbai","Sanjay Shukla",NULL
4490,"Sea Export","","International","FCL","500","1000.000","0.000","1000.000","Door-to-Door","Maersk","","","Mumbai(INBOM)","Mumbai(INBOM)","Mumbai(INBOM)","Los Angeles(USLAX)","Los Angeles(USLAX)","California(USCFJ)",4490,"Kalki Logistics","Mumbai","SanjayShukla",NULL
4491,"Sea Export","","International","FCL","16","1000.000","0.000","1000.000","Port-to-Port","Maersk","","","Mumbai(INBOM)","Mumbai(INBOM)","Mumbai(INBOM)","Los Angeles(USLAX)","Los Angeles(USLAX)","Los Angeles(USLAX)",4491,"Kalki Logistics","Mumbai","Sanjay Shukla",NULL
4492,"Sea Export","","International","FCL","50","500.000","0.000","500.000","Port-to-Port","Maersk","","","Mumbai(INBOM)","Mumbai(INBOM)","Mumbai(INBOM)","Dubai(AEDXB)","Dubai(AEDXB)","Dubai(AEDXB)",4492,"SAHIL EXPORT PVT LTD","Mumbai","SAHIL",NULL
4493,"Sea Export","","International","FCL","50","500.000","0.000","500.000","Port-to-Port","Maersk","","","Mumbai(INBOM)","Mumbai(INBOM)","Mumbai(INBOM)","Dubai(AEDXB)","Dubai(AEDXB)","Dubai(AEDXB)",4493,"SAHIL EXPORT PVT LTD","Mumbai","SAHIL",NULL
4494,"CCL Sea Import","","International","FCL","10","100.000","0.000","100.000","","","","","","","","","","",4494,"Suraj logistics pvt ltd","Mumbai","Surajk",NULL
4497,"Sea Export","","International","FCL","50","500.000","0.000","500.000","Port-to-Port","Maersk","","","Mumbai(INBOM)","Mumbai(INBOM)","Mumbai(INBOM)","Dubai(AEDXB)","Dubai(AEDXB)","Dubai(AEDXB)",4497,"SAHIL AGENCY","Mumbai","SAHIL","Pratik Shinde"
4498,"Sea Export","","International","FCL","10","1000.000","2.835","2835000.000","Port-to-Port","","","","","Nhava Sheva(INNSA)","Nhava Sheva(INNSA)","Philadelphia(USPHL)","Philadelphia(USPHL)","Philadelphia(USPHL)",4498,"Cargo Movers And Logistics Pvt.Ltd.","Mumbai","Bhagyashree Kadam",NULL
4499,"Air Export","","International","Loose","15","150.000","0.026","150.000","Door-to-Door","Air India","","","Mumbai(INBOM)","Mumbai(INBOM)","Mumbai(INBOM)","Singapore(SGSIN)","Singapore(SGSIN)","Singapore(SGSIN)",4499,"Fair Exports Pvt. Ltd","Mumbai","SachinGole",NULL
4500,"Sea Export","","International","FCL","100","100.000","1.639","1639000.000","Door-to-Door","3 Star company LTD.","","","Mumbai(INBOM)","Mumbai(INBOM)","Mumbai(INBOM)","Dubai(AEDXB)","Dubai(AEDXB)","Dubai(AEDXB)",4500,"1.2. A J Traders","Mumbai","kishore",NULL
4501,"Sea Export","","International","FCL","100","100.000","1.639","1639000.000","Door-to-Door","3 Star company LTD.","","","Mumbai(INBOM)","Mumbai(INBOM)","Mumbai(INBOM)","Dubai(AEDXB)","Dubai(AEDXB)","Dubai(AEDXB)",4501,"1.2. A J Traders","Mumbai","kishore",NULL
4501,"Sea Export","","International","FCL","100","100.000","1.639","1639000.000","Door-to-Door","3 Star company LTD.","","","Mumbai(INBOM)","Mumbai(INBOM)","Mumbai(INBOM)","Dubai(AEDXB)","Dubai(AEDXB)","Dubai(AEDXB)",4501,"1.2. A J Traders","Mumbai","kishore",NULL
4502,"Air Import","","International","Loose","0","100.000","0.000","100.000","Door-to-Door","Air India","","","Cleveland(USCLE)","Cleveland(USCLE)","Cleveland(USCLE)","Mumbai(INBOM)","Mumbai(INBOM)","Mumbai(INBOM)",4502,"Abhijit Transport Pvt Ltd","Mumbai","Abhijit Patole","abhijeet2"
4503,"Sea Export","","International","FCL","100","21000.000","0.000","21000.000","Port-to-Port","Hapag-Lloyd","","","Nhava Sheva(INNSA)","Nhava Sheva(INNSA)","Nhava Sheva(INNSA)","Jebel Ali(AEJEA)","Jebel Ali(AEJEA)","Jebel Ali(AEJEA)",4503,"Kalpataru Projects International Limited","Mumbai","Kiran Surve New",NULL
4504,"CCL Air Export","","International","Loose","0","0.000","0.000","0.000","","","","","","","","","","",4504,"TATA INDIA PVT LTD","Delhi","Naveen Kumar",NULL
4505,"Sea Export","","International","FCL","0","0.000","0.000","0.000","Door-to-Door","Maersk","","","Jakarta,(IDJKT)","Jakarta,(IDJKT)","Jakarta,(IDJKT)","Nhava Sheva(INNSA)","Nhava Sheva(INNSA)","Nhava Sheva(INNSA)",4505,"DAAS & SERVICE CO, INC.","Mumbai","Ajay Shinde","Ajay Shinde"
4506,"Sea Export","","International","FCL","0","0.000","0.000","0.000","Door-to-Door","","","","Nhava seva(INNHS)","Nhava seva(INNHS)","Nhava seva(INNHS)","Jakarta,(IDJKT)","Jakarta,(IDJKT)","Jakarta,(IDJKT)",4506,"ANL India Pvt Ltd","Mumbai","Anil",NULL
4507,"CCL Sea Import","","International","FCL","35","0.000","0.000","0.000","","","","","","","","","","",4507,"Kalki Logistics","Mumbai","Sanjay Shukla",NULL
4508,"CCL Sea Import","","International","FCL","10","0.000","0.000","0.000","","","","","","","","","","",4508,"Sahil Exp Pvt Ltd","Mumbai","SAHIL",NULL
4509,"CCL Sea Import","","International","FCL","614","15362.000","0.000","15362.000","","","","","","","","","","",4509,"Abhi Logistics Pvt. Ltd","Mumbai","AbhishekM",NULL
4510,"CCL Sea Import","","International","FCL","1","0.000","0.000","0.000","","","","","","","","","","",4510,"SAHIL IMPORTER PVT LTD","Mumbai","SAHIL",NULL
4511,"Air Export","","International","Loose","0","50000.000","0.000","50000.000","Port-to-Port","Air Algerie ","","","","Mumbai(INBOM)","Mumbai(INBOM)","John F. Kennedy Apt/New York(USJFK)","John F. Kennedy Apt/New York(USJFK)","John F. Kennedy Apt/New York(USJFK)",4511,"atlanta Impex","Mumbai",NULL,"amitk"
4511,"Air Export","","International","Loose","0","50000.000","0.000","50000.000","Port-to-Port","Air India","","","","Mumbai(INBOM)","Mumbai(INBOM)","John F. Kennedy Apt/New York(USJFK)","John F. Kennedy Apt/New York(USJFK)","John F. Kennedy Apt/New York(USJFK)",4511,"atlanta Impex","Mumbai",NULL,"amitk"
4512,"CCL Sea Import","","International","FCL","10","0.000","0.000","0.000","","","","","","","","","","",4512,"Kalki Logistics","Mumbai","Sanjay Shukla",NULL
4513,"CCL Sea Import","","International","FCL","0","0.000","0.000","0.000","","","","","","","","","","",4513,"Sahil logistics","Mumbai","SAHIL",NULL
4514,"CCL Sea Import","","International","FCL","1","0.000","0.000","0.000","","","","","","","","","","",4514,"Sahil logistics","Mumbai","SAHIL",NULL
4515,"CCL Sea Import","","International","FCL","0","10000.000","0.000","10000.000","","","","","","","","","","",4515,"ABHI'S TRADING CO. PVT LTD","Chennai","Abhijith N",NULL
4516,"CCL Sea Import","","International","FCL","10","0.000","0.000","0.000","","","","","","","","","","",4516,"Kalki Logistics","Mumbai","Sanjay Shukla",NULL
4517,"CCL Sea Export","","International","FCL","0","100.000","0.000","100.000","","","","","","","","","","",4517,"ABHI'S TRADING CO. PVT LTD","Chennai","Abhijith N",NULL
4518,"CCL Sea Import","","International","FCL","614","15362.000","0.000","0.000","","","","","","","","","","",4518,"Abhi Logistics Pvt. Ltd","Mumbai","AbhishekM",NULL
4519,"CCL Sea Import","","International","FCL","10","0.000","0.000","0.000","","","","","","","","","","",4519,"Kalki Logistics","Mumbai","Sanjay Shukla",NULL
4520,"CCL Sea Import","","International","FCL","35","100.000","20.000","203.413","","","","","","","","","","",4520,"Kalki Logistics","Mumbai","Shreekesh Naik",NULL
4521,"CCL Sea Import","","International","FCL","614","15362.000","0.000","15362.000","","","","","","","","","","",4521,"Abhi Logistics Pvt. Ltd","Mumbai","amitk",NULL
4522,"CCL Sea Import","","International","FCL","100","1500.000","4.000","1500.000","","","","","","","","","","",4522,"Atlas Forwarders ltd","Mumbai","amitk",NULL
4523,"CCL Sea Import","","International","FCL","614","15.362","0.000","15.362","","","","","","","","","","",4523,"Abhi Logistics Pvt. Ltd","Mumbai","AbhishekM",NULL
4525,"Air Import","","International","Loose","0","0.000","0.000","0.000","Door-to-Door","","","","Singapore(SGSIN)","Singapore(SGSIN)","Singapore(SGSIN)","Manila(PHMNL)","Manila(PHMNL)","Manila(PHMNL)",4525,"SAMSUNG SDS GLOBAL SCL PHILIPPINES CO. L","Manila","Angelica Tumbaga",NULL
4526,"Sea Import","","International","FCL","1000","20200.000","0.000","20200.000","Port-to-Door","","","","","Guangzhou(CNCAN)","Guangzhou(CNCAN)","MANILA INTERNATIONAL CONTAINER PORT(PMICP)","Antipolo(PHANT)","Antipolo(PHANT)",4526,"TRANS-ASIA PHILS MANUFACTURING INDUSTRIES CORP.","Manila","Lother Real",NULL
4527,"Sea Export","","International","FCL","100","1000.000","15.000","15000000.000","Door-to-Door","Maersk","","","Mumbai(INBOM)","Mumbai(INBOM)","Mumbai(INBOM)","Los Angeles(USLAX)","Los Angeles(USLAX)","Los Angeles(USLAX)",4527,"Kalki Logistics","Mumbai","Sanjay Shukla",NULL
4528,"Air Export","12","International","ULD","0","10.000","0.000","10.000","Port-to-Port","","","","","Ahmedabad(INAMD)","Ahmedabad(INAMD)","Karachi(PKKHI)","Karachi(PKKHI)","Karachi(PKKHI)",4528,"Karan Import/Export Logistics","Delhi","Karan Gupta","pallab singh"
4529,"Air Export","12","International","ULD","0","10.000","0.000","10.000","Port-to-Port","","","","","Ahmedabad(INAMD)","Ahmedabad(INAMD)","Karachi(PKKHI)","Karachi(PKKHI)","Karachi(PKKHI)",4529,"Karan Import/Export Logistics","Delhi","Karan Gupta","pallab singh"
4530,"Air Export","","International","Loose","0","1500.000","754.000","125715.613","Door-to-Door","British Airways","","","Chennai(INMAA)","Chennai(INMAA)","Chennai(INMAA)","San Diego(USSAN)","San Diego(USSAN)","San Diego(USSAN)",4530,"Wayne Internationals.","CHN Branch","Austin",NULL
4531,"CCL Air Import","","International","Loose","0","0.000","0.000","0.000","","","","","","","","","","",4531,"Aarti India Ltd.","Delhi","Aarti Parmar","Aarti Parmar"
4531,"Air Export","","International","Loose","0","0.000","0.000","0.000","Port-to-Port","","","","Delhi(INDEL)","Delhi(INDEL)","Delhi(INDEL)","Chicago(USCHI)","Chicago(USCHI)","Chicago(USCHI)",4531,"Aarti India Ltd.","Delhi","Aarti Parmar","Aarti Parmar"
4534,"Air Import","LD/00020/24-25","International","Loose","0","135.000","0.000","135.000","Port-to-Port","","","","Melbourne(AUMEL)","Melbourne(AUMEL)","Melbourne(AUMEL)","Delhi(INDEL)","Delhi(INDEL)","Delhi(INDEL)",4534,"VVDN Technologies","Mumbai","Manpreet",NULL
4535,"Air Export","","International","Loose","250","410.000","35133.857","5857923.557","Port-to-Port","","","","","Mumbai(INBOM)","Mumbai(INBOM)","Dubai(AEDXB)","Dubai(AEDXB)","Dubai(AEDXB)",4535,"Abhi Pvt Ltd","Mumbai","AbhishekM",NULL
4536,"CCL Sea Import","","International","LCL","0","1500.000","0.000","1500.000","","","","","","","","","","",4536,"GANESH Private LTD","CHN Branch","Ganesh Kumar",NULL
4538,"Sea Export","LD/00024/24-25","International","FCL","0","0.000","0.000","0.000","Port-to-Port","","","","Nhava Sheva(INNSA)","Nhava Sheva(INNSA)","Nhava Sheva(INNSA)","Barcelona(ESBCN)","Barcelona(ESBCN)","Barcelona(ESBCN)",4538,"Simba Private Limited","Mumbai","Manpreet",NULL
4539,"Air Export","","International","Loose","0","0.000","0.000","0.000","Door-to-Door","","","","Mumbai(INBOM)","Mumbai(INBOM)","Mumbai(INBOM)","Cleveland(USCLE)","Cleveland(USCLE)","Cleveland(USCLE)",4539,"Abhijit Transport Pvt Ltd","Mumbai","Abhijit Patole","Abhijeet"
4542,"Air Import","3","International","Loose","2","200.000","1.792","448.000","Port-to-Port","Abhi Air","","","Agra1(INAGR)","Agra1(INAGR)","Agra1(INAGR)","Aberdeen(USABR)","Aberdeen(USABR)","Aberdeen(USABR)",4542,"ATY PVT LTD","Delhi","Avinash Pandey","Aarti Parmar"
4543,"Air Export","","International","Loose","0","0.000","0.000","0.000","Door-to-Door","","","","Adambakkam(INADK)","Adambakkam(INADK)","Allahabad(INIXD)","Aalborg(DKAAL)","Aalborg(DKAAL)","Aalborg(DKAAL)",4543,"hardesh EXPORT","Delhi","Hardesh",NULL
4544,"Air Export","","International","Loose","10","500.000","0.000","500.000","Port-to-Port","Air Algerie ","Dubai","4","","Delhi(INDEL)","Delhi(INDEL)","Dubai(AEDXB)","Dubai(AEDXB)","Dubai(AEDXB)",4544,"24-25 MANUFACTURING","Delhi","Hardesh",NULL
4545,"Air Import","","International","Loose","0","0.000","0.000","0.000","Door-to-Door","","","","Cagdianao(PHCDN)","Denmark(USDMK)","Abidjan(CIABJ)","Ahmedabad(INAMD)","Ahmedabad(INAMD)","Ahmednagar(INMUM)",4545,"Trust-Track Solution","Delhi","Karan Gupta",NULL
4545,"Sea Import","","International","FCL","0","499.000","0.000","501.000","Door-to-Door","","","","Caloocan City(PHCAC)","Caloocan City(PHCAC)","Abercastle(GBARC)","Visakhapatnam(INVTZ)","Visakhapatnam(INVTZ)","Visakhapatnam(INVTZ)",4545,"Trust-Track Solution","Delhi","Karan Gupta",NULL
4545,"Sea Import","","International","FCL","0","0.000","0.000","0.000","Door-to-Door","","","","Caloocan City(PHCAC)","Caloocan City(PHCAC)","Abercastle(GBARC)","Visakhapatnam(INVTZ)","Visakhapatnam(INVTZ)","Visakhapatnam(INVTZ)",4545,"Trust-Track Solution","Delhi","Karan Gupta",NULL
4546,"Air Import","","International","Loose","1","1500.000","7851.000","7851.000","Door-to-Door","Aeroflot ","","","San Diego(USSAN)","San Diego(USSAN)","San Diego(USSAN)","Chennai(INMAA)","Chennai(INMAA)","Chennai(INMAA)",4546,"Wayne Internationals.","Do not Use","Austin",NULL
4547,"Air Import","","International","Loose","1","1500.000","7851.000","7851.000","Door-to-Door","Aeroflot ","","","San Diego(USSAN)","San Diego(USSAN)","San Diego(USSAN)","Chennai(INMAA)","Chennai(INMAA)","Chennai(INMAA)",4547,"Wayne Internationals.","Do not Use","Austin",NULL
4548,"CCL Sea Import","","International","FCL","10","100.000","0.000","10.000","","","","","","","","","","",4548,"Abhishek Forwarders","Mumbai","AbhishekM",NULL
4549,"Land Export","","International","FTL","0","500.000","0.000","500.000","Door-to-Door","","","","Ahmedabad(INAMD)","Ahmedabad(INAMD)","Ahmedabad(INAMD)","Ballabgarh(INBGH)","Ballabgarh(INBGH)","Ballabgarh(INBGH)",4549,"Karan Import/Export Logistics","Delhi","Karan Gupta","AbhishekM"
4550,"Air Export","","International","Loose","0","0.000","0.000","0.000","Door-to-Door","","","","Amingaon (Gauhati)(INAMG)","Amingaon (Gauhati)(INAMG)","Bangalore(INBLR)","Abu Road(INABU)","Abu Road(INABU)","Abu Road(INABU)",4550,"Karan Import/Export Logistics","Delhi","Karan Gupta","Abhijith N"
4550,"Air Export","","International","Loose","0","0.000","0.000","0.000","Door-to-Door","Air Aisa Cargo","","","Amingaon (Gauhati)(INAMG)","Amingaon (Gauhati)(INAMG)","Bangalore(INBLR)","Abu Road(INABU)","Abu Road(INABU)","Abu Road(INABU)",4550,"Karan Import/Export Logistics","Delhi","Karan Gupta","Abhijith N"
4551,"Sea Import","","International","FCL","0","0.000","0.000","0.000","Door-to-Door","","","","'Aqaba(JOAQB)","'Aqaba(JOAQB)","'Aqaba(JOAQB)","Aal-Sez/Vishakhapatnam(INNRP)","Aal-Sez/Vishakhapatnam(INNRP)","Aal-Sez/Vishakhapatnam(INNRP)",4551,"1 OAK INTERNATIONAL","Mumbai","Preetika",NULL
4552,"Sea Import","","International","FCL","0","0.000","0.000","0.000","Door-to-Door","","","","'Aqaba(JOAQB)","'Aqaba(JOAQB)","'Aqaba(JOAQB)","Aal-Sez/Vishakhapatnam(INNRP)","Aal-Sez/Vishakhapatnam(INNRP)","Aal-Sez/Vishakhapatnam(INNRP)",4552,"1 OAK INTERNATIONAL","Mumbai","Preetika",NULL
4553,"CCL Sea Import","","International","FCL","614","15362.000","0.000","15362.000","","","","","","","","","","",4553,"Abhishek Forwarders","Mumbai","AbhishekM",NULL
4554,"Air Export","","International","Loose","0","0.000","0.000","0.000","Door-to-Door","","","","Mumbai(INBOM)","Mumbai(INBOM)","Mumbai(INBOM)","Cleveland(USCLE)","Cleveland(USCLE)","Cleveland(USCLE)",4554,"Abhijit Transport Pvt Ltd","Mumbai","Abhijit Patole","Abhijeet"
4555,"Air Export","","International","Loose","0","0.000","0.000","0.000","Door-to-Door","","","","Mumbai(INBOM)","Mumbai(INBOM)","Mumbai(INBOM)","Cleveland(USCLE)","Cleveland(USCLE)","Cleveland(USCLE)",4555,"Abhijit Transport Pvt Ltd","Mumbai","Abhijit Patole","Abhijeet"
4556,"Sea Export","","International","FCL","0","0.000","0.000","0.000","Door-to-Door","","","","Delhi(INDEL)","Delhi(INDEL)","Mundra(INMUN)","Boston(USBOS)","Boston(USBOS)","Boston(USBOS)",4556,"TATA INDIA PVT LTD","Delhi","Naveen Kumar",NULL
4557,"CCL Sea Import","","International","FCL","614","15362.000","0.000","15362.000","","","","","","","","","","",4557,"Abhishek Forwarders","Mumbai","AbhishekM",NULL
4558,"Sea Export","","International","FCL","0","0.000","0.000","100.000","Door-to-Door","","","","Aal-Sez/Vishakhapatnam(INNRP)","Aal-Sez/Vishakhapatnam(INNRP)","Aal-Sez/Vishakhapatnam(INNRP)","'Aqaba(JOAQB)","'Aqaba(JOAQB)","'Aqaba(JOAQB)",4558,"1 OAK INTERNATIONAL","Delhi","Naveen Kumar",NULL
4873,"Sea Export","","International","FCL","20","100.000","0.120","120000.000","Port-to-Port","","","","","Mumbai(INBOM)","Mumbai(INBOM)","Dubai(AEDXB)","Dubai(AEDXB)","Dubai(AEDXB)",4873,"Abhi Pvt Ltd","Mumbai","AbhishekM",NULL
4559,"Air Export","","International","Loose","0","0.000","0.000","0.000","Door-to-Port","Emirates","","","Manila(PHMNL)","Manila(PHMNL)","Manila(PHMNL)","Nagoya, Aichi(JPNGO)","Nagoya, Aichi(JPNGO)","Nagoya, Aichi(JPNGO)",4559,"EDS MANUFACTURING INC","Manila","Prince Cedric H. Jose",NULL
4560,"Air Export","","International","Loose","1","500.000","0.000","500.000","Door-to-Port","Emirates","Abbeville","3","Manila(PHMNL)","Manila(PHMNL)","Manila(PHMNL)","Nagoya, Aichi(JPNGO)","Nagoya, Aichi(JPNGO)","Nagoya, Aichi(JPNGO)",4560,"EDS MANUFACTURING INC","Manila","Roselle",NULL
4561,"Air Export","","International","Loose","0","0.000","0.000","0.000","Door-to-Door","","","","Alah(PHAAV)","Alah(PHAAV)","Alah(PHAAV)","Salem(INSXV)","Salem(INSXV)","Salem(INSXV)",4561,"2 Test EXPRESS INC","Manila","paige",NULL
4562,"Sea Export","","International","FCL","0","0.000","0.000","0.000","Door-to-Door","","","","Nhava Sheva(INNSA)","Nhava Sheva(INNSA)","Nhava Sheva(INNSA)","Barcelona(ESBCN)","Barcelona(ESBCN)","Barcelona(ESBCN)",4562,"Simba Private Limited","Mumbai","Manpreet",NULL
4563,"Air Import","","International","Loose","10","1000.000","0.000","1000.000","Door-to-Door","Air India","","","Mumbai(INBOM)","Mumbai(INBOM)","Mumbai(INBOM)","Ahmedabad(INAMD)","Ahmedabad(INAMD)","Ahmedabad(INAMD)",4563,"Simba Private Limited","Mumbai","Manpreet",NULL
4563,"Air Import","","International","Loose","20","1000.000","0.000","1000.000","Door-to-Door","Air Berlin","","","Barcelona(ESBCN)","Barcelona(ESBCN)","Barcelona(ESBCN)","Mumbai(INBOM)","Mumbai(INBOM)","Mumbai(INBOM)",4563,"Simba Private Limited","Mumbai","Manpreet",NULL
4563,"Air Import","","International","Loose","10","500.000","0.000","500.000","Door-to-Door","Air India","","","Barcelona(ESBCN)","Barcelona(ESBCN)","Barcelona(ESBCN)","Belgaum(INIXG)","Belgaum(INIXG)","Mumbai(INBOM)",4563,"Simba Private Limited","Mumbai","Manpreet",NULL
4564,"Sea Export","","International","FCL","0","0.000","0.000","0.000","Door-to-Door","Maersk India","Singapore","6","Nhava Sheva(INNSA)","Nhava Sheva(INNSA)","Nhava Sheva(INNSA)","Barcelona(ESBCN)","Barcelona(ESBCN)","Barcelona(ESBCN)",4564,"Simba Private Limited","Mumbai","Manpreet",NULL
4565,"Air Export","","International","Loose","50","100.000","0.000","100.000","Door-to-Door","","","","Delhi(INDEL)","Delhi(INDEL)","Delhi(INDEL)","Abu Dhabi(AEAUH)","Abu Dhabi(AEAUH)","Abu Dhabi(AEAUH)",4565,"Karan Import/Export Logistics","Delhi","Karan Gupta","Aarti Parmar"
4566,"Air Import","","International","Loose","1","1500.000","7851.000","7851.000","Door-to-Door","Aeroflot ","","","San Diego(USSAN)","San Diego(USSAN)","San Diego(USSAN)","Chennai(INMAA)","Chennai(INMAA)","Chennai(INMAA)",4566,"Wayne Internationals.","Do not Use","Austin",NULL
